payment_id,order_id,payment_type,payment_value,payment_date
1829,1829,Net Banking,347743.46,2024-09-24
1830,1830,Credit Card,119459.53,2024-11-09
1831,1831,Debit Card,319210.84,2026-06-17
1832,1832,Wallet,97202.8,2026-04-24
1833,1833,Debit Card,1083706.68,2026-05-02
1834,1834,Net Banking,229821.38,2025-09-05
1835,1835,Wallet,771123.62,2024-07-22
1836,1836,Credit Card,626848.71,2024-12-07
1837,1837,Credit Card,463750.15,2026-03-23
1838,1838,UPI,186686.51,2025-01-07
1839,1839,UPI,165710.38,2024-03-31
1840,1840,Net Banking,61015.26,2024-04-20
1841,1841,Debit Card,710764.71,2024-07-26
1842,1842,Net Banking,684419.57,2024-06-26
1843,1843,Net Banking,322504.43,2024-08-07
1844,1844,Credit Card,394023.3,2026-01-15
1845,1845,Wallet,742870.94,2024-04-09
1846,1846,Credit Card,197842.61,2025-04-03
1847,1847,Cash on Delivery,110239.19,2024-01-17
1848,1848,Credit Card,347719.55,2026-05-16
1849,1849,Wallet,32992.25,2025-10-20
1850,1850,Debit Card,329536.0,2026-08-31
1851,1851,UPI,577854.45,2024-02-06
1852,1852,Cash on Delivery,364840.36,2025-04-12
1853,1853,Credit Card,94531.92,2026-08-28
1854,1854,Debit Card,192356.04,2025-08-28
1855,1855,Credit Card,597288.25,2024-03-02
1856,1856,Wallet,333251.6,2024-05-14
1857,1857,Credit Card,23086.9,2024-10-05
1858,1858,Net Banking,708128.81,2026-05-14
1859,1859,Credit Card,791854.44,2026-05-27
1860,1860,Debit Card,142945.95,2024-06-15
1861,1861,Credit Card,291618.53,2024-12-04
1862,1862,Wallet,208433.73,2026-04-08
1863,1863,Cash on Delivery,474569.88,2024-02-29
1864,1864,UPI,444945.18,2026-03-02
1865,1865,Debit Card,394492.52,2026-03-22
1866,1866,UPI,579015.92,2025-03-28
1867,1867,Credit Card,445582.31,2024-06-20
1868,1868,UPI,597355.15,2024-12-11
1869,1869,Wallet,304695.86,2026-07-03
1870,1870,Net Banking,815853.97,2025-10-09
1871,1871,Debit Card,92026.84,2025-03-08
1872,1872,Debit Card,360011.65,2026-06-06
1873,1873,Cash on Delivery,128634.53,2026-05-11
1874,1874,Cash on Delivery,334412.7,2025-05-29
1875,1875,Debit Card,616777.76,2025-09-21
1876,1876,UPI,1036677.22,2024-03-25
1877,1877,Wallet,393384.53,2024-12-06
1878,1878,Debit Card,702092.99,2026-05-21
1879,1879,Credit Card,114789.13,2024-02-13
1880,1880,UPI,71496.6,2025-01-16
1881,1881,Credit Card,423637.84,2025-10-24
1882,1882,Debit Card,266844.05,2024-08-30
1883,1883,Cash on Delivery,161068.94,2026-04-25
1884,1884,Debit Card,531986.46,2024-04-28
1885,1885,Credit Card,500647.83,2024-11-20
1886,1886,Debit Card,485039.82,2024-11-27
1887,1887,UPI,734022.67,2025-06-18
1888,1888,Net Banking,462902.51,2025-03-11
1889,1889,Debit Card,210601.32,2025-11-29
1890,1890,Debit Card,485540.05,2024-10-18
1891,1891,UPI,505604.25,2025-09-23
1892,1892,Wallet,155541.5,2025-09-26
1893,1893,Cash on Delivery,625486.21,2024-05-27
1894,1894,Credit Card,727414.21,2025-12-07
1895,1895,Wallet,423744.27,2025-03-09
1896,1896,Credit Card,414022.39,2026-03-18
1897,1897,Credit Card,605903.41,2024-10-26
1898,1898,Cash on Delivery,922644.76,2026-02-03
1899,1899,UPI,130679.77,2026-05-16
1900,1900,Cash on Delivery,386726.37,2025-12-21
1901,1901,Wallet,752509.27,2024-10-21
1902,1902,Cash on Delivery,674836.33,2024-03-12
1903,1903,Cash on Delivery,544317.25,2026-04-13
1904,1904,Net Banking,440230.39,2026-04-07
1905,1905,UPI,259406.2,2024-05-16
1906,1906,Credit Card,53674.39,2024-05-09
1907,1907,Debit Card,233219.95,2026-06-18
1908,1908,Debit Card,297146.74,2025-10-03
1909,1909,UPI,304495.29,2024-03-01
1910,1910,Debit Card,475115.01,2026-06-25
1911,1911,Credit Card,213279.56,2025-03-01
1912,1912,UPI,728843.28,2024-07-27
1913,1913,UPI,630963.29,2024-12-19
1914,1914,Cash on Delivery,154221.44,2026-02-24
1915,1915,UPI,305148.34,2025-12-24
1916,1916,Net Banking,238705.63,2024-06-30
1917,1917,Net Banking,230335.62,2024-12-24
1918,1918,UPI,570363.16,2024-09-23
1919,1919,Wallet,91862.15,2025-07-29
1920,1920,Cash on Delivery,453629.17,2024-05-18
1921,1921,Credit Card,412723.31,2025-08-07
1922,1922,Credit Card,228917.3,2024-05-25
1923,1923,Wallet,63139.41,2026-04-16
1924,1924,Debit Card,735853.98,2026-01-29
1925,1925,Wallet,461448.01,2025-11-04
1926,1926,Wallet,472468.0,2024-04-14
1927,1927,Credit Card,449944.05,2026-06-08
1928,1928,Credit Card,562068.74,2024-05-03
1929,1929,Net Banking,114158.6,2024-03-05
1930,1930,Net Banking,422844.68,2024-07-22
1931,1931,Wallet,602675.22,2026-01-15
1932,1932,Wallet,431757.18,2025-11-02
1933,1933,Credit Card,256308.56,2026-05-07
1934,1934,Net Banking,163666.12,2024-07-05
1935,1935,Net Banking,23909.8,2025-08-03
1936,1936,Debit Card,466349.53,2026-01-28
1937,1937,Debit Card,55406.62,2024-04-13
1938,1938,Debit Card,71539.96,2024-11-30
1939,1939,Net Banking,733340.68,2024-03-18
1940,1940,Net Banking,390192.83,2025-07-20
1941,1941,UPI,430433.22,2026-07-07
1942,1942,Net Banking,666031.45,2025-01-07
1943,1943,Credit Card,474136.76,2026-03-19
1944,1944,Net Banking,222947.82,2025-07-07
1945,1945,Debit Card,482706.66,2026-08-20
1946,1946,Net Banking,271183.46,2024-05-05
1947,1947,Credit Card,21074.05,2025-04-19
1948,1948,Debit Card,744588.69,2025-05-19
1949,1949,Debit Card,502606.46,2025-02-06
1950,1950,Debit Card,461439.31,2024-01-21
1951,1951,Cash on Delivery,174629.38,2026-06-05
1952,1952,UPI,724229.1,2026-03-04
1953,1953,Debit Card,419973.07,2026-01-12
1954,1954,Net Banking,241016.7,2025-04-02
1955,1955,UPI,405725.19,2026-05-31
1956,1956,Credit Card,355162.12,2024-07-10
1957,1957,Net Banking,337729.5,2024-03-12
1958,1958,Net Banking,138018.85,2024-09-09
1959,1959,Net Banking,966610.63,2025-04-24
1960,1960,UPI,687394.24,2025-05-24
1961,1961,Debit Card,42368.58,2025-05-17
1962,1962,Wallet,330544.24,2024-11-30
1963,1963,Credit Card,86397.48,2025-07-25
1964,1964,Cash on Delivery,925882.51,2024-09-05
1965,1965,Credit Card,136465.65,2026-04-11
1966,1966,Cash on Delivery,7085.52,2024-04-10
1967,1967,Wallet,260175.52,2025-02-10
1968,1968,Credit Card,82165.9,2026-06-02
1969,1969,Cash on Delivery,472123.83,2024-06-26
1970,1970,Debit Card,43781.98,2024-09-28
1971,1971,Credit Card,388469.88,2025-09-13
1972,1972,Net Banking,255059.3,2026-06-25
1973,1973,Wallet,120634.89,2025-06-02
1974,1974,UPI,138300.28,2024-12-23
1975,1975,Credit Card,219544.14,2026-01-27
1976,1976,UPI,82706.64,2025-01-16
1977,1977,Debit Card,343271.79,2024-07-08
1978,1978,UPI,576870.91,2025-02-07
1979,1979,Wallet,583664.48,2026-05-07
1980,1980,UPI,57364.04,2026-04-13
1981,1981,Credit Card,107134.02,2024-01-18
1982,1982,Debit Card,674369.84,2024-08-29
1983,1983,Credit Card,248248.79,2024-03-24
1984,1984,Wallet,399849.67,2026-03-24
1985,1985,Credit Card,832136.28,2025-04-16
1986,1986,Cash on Delivery,445697.62,2026-06-11
1987,1987,UPI,172304.11,2026-06-11
1988,1988,Net Banking,207394.69,2026-08-08
1989,1989,Credit Card,319238.68,2026-03-08
1990,1990,Net Banking,28061.6,2024-06-20
1991,1991,Cash on Delivery,438816.66,2026-08-22
1992,1992,Wallet,114473.28,2025-11-10
1993,1993,Cash on Delivery,776777.08,2024-07-22
1994,1994,Cash on Delivery,321319.11,2026-06-07
1995,1995,Wallet,629109.27,2024-02-28
1996,1996,Debit Card,693388.06,2026-07-22
1997,1997,Cash on Delivery,532103.24,2025-04-26
1998,1998,Credit Card,713549.52,2025-08-30
1999,1999,Debit Card,78340.04,2024-04-27
2000,2000,Net Banking,116966.38,2025-10-10
